Gene	T.CD8	T.follicular_helper	T.CD4	T.NK	T.other	T.plasmacytoid
IL18RAP	541.6070596	101.4843406	202.67767579000002	5952.214618999999	2300.6658005500003	100.0
IL1A	65.8236721	52.93205499	108.27687882000001	78.86706615	75.854789735	80.84087576
IL1B	144.21868909999998	204.2875485	181.36158534999998	245.81715840000004	318.12229235	100.0
IL1RL1	34.56285806	69.00006431	51.16377735500001	95.21686825	79.3423699	65.68458359
IL21	59.42001123	1466.934174	114.36525329	53.359655700000005	65.02775909500001	100.0
IL26	7.410920044	116.5979064	74.726931622	6.414016755	15.779112390000002	44.49070446
IL2RA	85.8239546	184.4383466	1378.22471868	335.1021874	1927.3697076300002	100.0
IL2RB	4000.216538	7279.249666	3047.1705841999997	5000.0	8831.237724999999	100.0
IL3	9.157134905	15.86814667	429.293486948	21.20226829	21.6343105945	100.0
IL4	13.17067743	118.0039289	66.09585564000001	10.93822491	32.25146933	48.40106874
IL4R	884.6593550000001	414.2300341	1565.9167909999999	1230.600669	2007.9553171999999	100.0
IL5	18.71157669	28.07283413	54.441802375	10.99221059	60.436797115000005	41.07626006
IL5RA	42.945116399999996	32.20308963	40.182324845	44.97513053	110.8158699	60.30281801
IL7	41.57938135	68.38795936	42.24861444	25.494881699999997	35.275567765	41.5015124
IL7R	15195.168580000001	3066.253514	14769.421255000001	750.484975	1312.99404225	100.0
IL9	43.06562332	46.35002341	1669.5171595549998	38.82242166	31.417836089999998	100.0
IRF4	5.0	5.0	5.0	1000.0	5.0	100.0
IRF8	350.3493603	610.5494812999999	273.0886213	2110.1247559999997	594.486324	100.0
ITK	6471.889098	9006.839826000001	7704.3386405	3519.338157	6088.181886	100.0
KCNA3	573.9051164	263.9154835	557.67937015	494.28369050000003	257.82190369	100.0
KCNG2	18.15238454	13.09271261	10.1143468755	16.87490977	7.607732181500001	11.93773786
KIAA0226L	41.69784069	26.53483439	70.20707794	42.35358906	92.17324757	62.19241645
KIAA0754	23.11849958	76.11959313	43.543595811	150.6521362	58.19772359	64.76755253
KIR2DL1	8.01647279	6.198523194	9.01099063	407.1182787	24.365791514999998	69.72669128
KIR2DL4	122.22460079999999	71.00293957	98.04884240499999	1147.747007	183.32785909999998	100.0
KIR2DS4	280.1613018	129.4623262	108.8815534	2095.187797	367.3240312500001	100.0
KIR3DL2	22.06039056	9.926447424	12.68739786	837.6043714	122.26109588	100.0
KIRREL	34.23347857	23.95290683	19.054285405	15.17383001	100.94728479999999	44.76619369
KLRB1	8818.269215999999	4477.729529	2790.5150408	9267.058342	3129.9982905	100.0
KLRC2	724.7758508999999	5.442550700000001	17.702357265	5000.0	317.07359076499995	100.0
KLRC3	724.7758508999999	5.442550700000001	17.702357265	5000.0	317.07359076499995	100.0
KLRC4	218.17511459999997	9.624468251	34.371360015	162.5815805	79.282906425	88.24138518
KLRD1	1670.271427	149.02613369999997	128.85256342	6737.037026000001	1820.036714	100.0
KLRF1	851.1875307	13.02444905	52.02752739	8193.499173999999	2485.4504952175002	100.0
KLRG1	3859.14824	283.20380760000006	787.60186935	1306.561845	2502.56807945	100.0
KLRK1	8228.460511	105.14893880000001	263.27033765	10000.0	2522.161748935	100.0
KRT18P50	23.80795592	30.47049066	32.457232794999996	500.0	117.649146145	100.0
KYNU	45.94858696	22.74378501	37.324250925	68.38897813	122.70703184999999	65.30627366
LAG3	521.3214165	1296.7327699999998	296.8523001805	81.6791419	770.87880705	100.0
LAIR2	1078.390893	234.346304	219.37743749999998	1617.180049	2171.603854	100.0
LAMP3	134.7841361	165.5835013	192.6974676	314.76788500000004	198.12037775	100.0
LAMP5	5.0	5.0	5.0	5.0	5.0	5000.0
LAT	3224.978584	8480.619456999999	4017.3034210000005	1492.4117449999999	2969.506778	100.0
LCK	5000.0	9578.936337000001	7431.299297	3206.362322	5518.17706	100.0
LEF1	1204.840659	495.87289169999997	1744.1458042	115.52266829999999	254.60784439999998	100.0
LHCGR	9.897454754	9.419742657999999	15.696797669	23.89131683	133.01172395	48.66079393
LILRA2	20.16252339	14.638242199999999	21.597455845	70.08341061	81.71856979500001	44.50231821
LILRA3	9.02114446	5.625148525	17.415240995	16.240683100000002	29.986923625000003	17.95590076
LILRA4	24.77824314	9.669430796	27.79884741	18.80973116	270.103209405	92.72307409999999
LILRB2	25.57422148	12.43682411	8.093765513000001	118.9049383	209.758484955	84.66006926
LIME1	1287.731562	801.8866109	846.9033035	114.47035659999999	524.99147595	100.0
LINC00597	6.841729202000001	33.95721509	32.0697433915	100.37070240000001	39.175948395	40.52300432
LINC00921	132.8112012	103.31236729999999	62.555844394999994	93.35960379	71.249909065	85.29923989
LOC100130100	23.05076042	17.16741792	17.55171631	12.53096141	14.688966449999999	16.74721504
LOC126987	72.45319298	23.60168909	101.27534621000001	81.49972647	386.783673385	100.0
LRMP	631.9125478	1000.0	559.0014340500001	841.1052105	374.5245833	100.0
LST1	520.3780954	36.87140683	248.16895040000003	482.14077960000003	732.7508726	100.0
LTA	21.16573991	524.4770391	853.01996645	1452.525521	75.79034985499999	100.0
LTB	9829.724672	9725.14216	10940.5159975	5000.0	10428.908538000001	100.0
LTC4S	132.3582101	112.51483759999999	70.68461662	130.4160713	65.711369195	92.58301295
LY86	382.951912	208.49809140000002	293.2600287	233.59575279999999	981.8256281500001	100.0
LY9	1310.964334	979.0134027	1263.2304047	150.23927719999998	665.79004105	100.0
MAGEA11	20.72781035	14.26798853	24.213661482499997	14.94470708	81.318543885	37.28641667
MAK	8.152190939	13.84066629	19.407357375	13.21471488	16.0175609455	15.15105839
MAN1A1	239.41827909999998	280.63345310000005	187.45764954499998	345.3273925	268.2070491	100.0
MANEA	52.68877507	85.74723008	125.88509329	102.5724359	29.109150055	78.71384682
MAP3K13	7.381955365	4.945111836000001	7.9141443595	6.734351127	7.873464026500001	7.233805014
MAP4K1	1721.2204600000002	4278.451524	1870.5649764999998	599.382126	1790.6396675	100.0
MAP4K2	17.70603378	16.98151569	98.649469605	10.77913415	21.44739223	40.80862961
MAP9	93.40076641	64.48080982	68.34128634	40.6735055	12.8326182865	51.55755585
MARCHF3	78.87501105	183.64099	95.032441995	192.4141968	145.51351513	100.0
MARCO	14.45792523	24.0051092	25.580921865	14.92267599	20.037926775	20.66048681
MAST1	6.640168162	19.18028488	9.9341139235	9.179730648	13.4790005885	11.68948753
MBL2	2.661464134	3.740216058	13.128721132	10.24251683	85.883425835	30.66692728
MEFV	10.29578093	11.65755142	8.839046628999998	17.26580571	29.51056484	16.55976586
MEP1A	54.17625589	54.92226784	57.304788450000004	87.51963814	152.86113625	88.13571590000001
MGAM	3.9643246239999996	5.7835045229999995	5.2778757755	181.2082461	28.831926214	37.02509703
MICAL3	100.6010965	93.58629209	74.18882824	78.97985995	26.596700625	67.81975804
MME	5.0	5.0	5.0	5.0	5.0	5.0
MMP12	79.27159307	1000.0	81.360436385	91.55871985	249.1987602	100.0
MMP25	211.5319494	162.7569122	187.1878624	303.6330889	252.41877150000002	100.0
MMP9	286.91373389999995	424.4791722	343.2823396	486.1897733	367.89427285	100.0
MNDA	50.81863936	13.50066477	7.9277512235	545.846116	1097.7564756349998	100.0
MROH7	28.67423007	33.16402421	29.56482697	21.97261022	36.31528457	30.79586965
MS4A1	343.92231119999997	112.28712759999998	112.69557933000002	185.3588805	388.9278464	100.0
MS4A2	108.62187879999999	79.20083093	101.143595545	81.23008402	96.05020432999999	94.77719907
MS4A3	80.86216165	35.12086261	19.7006389335	391.87601539999997	70.777277685	98.4021247
MS4A6A	221.19626430000002	149.2510114	182.4538211	207.26616	1301.39743255	1000.0
MSC	78.78518268	31.95509978	103.52719207999999	51.64421933	152.32432845	96.29822041
MXD1	67.17780431	148.91085669999998	172.002731605	132.2881152	97.48078487000001	100.0
MYB	647.9999569	1793.189396	572.20113775	425.6170268999999	492.7815804	100.0
MZB1	42.83903749	18.16093232	43.042700145	23.96018914	63.991256985	42.71829617
NAALADL1	70.98305911	150.7507919	145.92554681000001	286.4887164	55.519295830000004	100.0
NCF2	62.34284219	68.81156687	149.67756258000003	326.1104412	1023.30035655	100.0
NCR3	1756.075472	201.4043697	329.7594941	2350.462666	1264.38679605	100.0
NFE2	107.35639540000001	56.38068068	34.765038675	108.6170675	533.841775	100.0
NIPSNAP3B	128.03733490000002	79.24179515	76.77078011999998	128.9828919	301.78001055000004	100.0
NKG7	8640.630717	7.582193721	460.0352717	5000.0	2509.256131525	100.0
NLRP3	15.30576169	11.65755142	24.786272685	66.749157	39.813205620000005	31.84448953
NMBR	45.63830073	20.04059624	35.400567855	38.60414687	150.5125142	68.01560114
NME8	4.66238798	3.740216058	4.9381849429999995	133.48188090000002	22.983939835	28.24696207
NOD2	8.398706067	116.11215459999998	72.31285593150001	172.15999219999998	94.70821042499999	90.10185508
NOX3	7.382208399	8.533286435	8.456847928	7.291113742	35.8677377635	15.97939714
NPAS1	24.54202898	8.59290329	12.38427819	12.56795449	85.92449113500001	34.61720363
NPIPB15	315.43784	262.1479746	248.26447440000004	259.8271787	1192.39709995	100.0
NPL	84.14120251	26.32189818	56.698479625000004	105.77094609999999	109.565329805	78.39452366
NPY	5.0	5.0	5.0	5.0	5.0	5.0
NR4A3	83.36646929	165.5835013	161.76091465000002	112.05084509999999	310.5063526	100.0
NTN3	8.668709617000001	7.668026751	21.55498382	6.3156338629999995	109.989399615	40.82016244
NTRK1	10.62433837	9.834897324	20.44632897	11.55981548	14.488556775	14.55554609
OLFM4	5.0	5.0	5.0	5.0	5.0	5.0
ORC1	48.78745757	149.8210195	175.65048849500002	113.84340300000001	22.61825057	100.0
OSM	3.823397028	12.94364358	13.612839064	87.49063376	81.60225231999999	42.09826531
P2RX1	180.7978777	142.8858929	141.86891755	135.76337880000003	127.50130444000001	100.0
P2RX5	784.9884834	2876.602126	659.1338243	500.2830455	916.7348173	100.0
P2RY10	319.1050423	313.28966210000004	372.836455	222.24478619999996	519.5748395499999	100.0
P2RY13	7.470609935	6.982740503	7.1147853915	45.37156151	121.70825690000001	45.3529995
P2RY14	154.8611784	33.74435445	69.64476052	214.9365975	307.78893795	100.0
P2RY2	14.97257129	20.63255455	12.027433474999999	13.37468973	11.269176965	13.65329092
PADI4	54.81314720000001	19.92287086	21.169553229999998	72.07772800000001	75.26541227300001	48.52623958
PAQR5	14.17914437	13.05907552	20.60905512	14.81077121	32.77819881	21.26049985
PASK	1441.389436	7489.424598999999	1342.2516640000001	225.4816861	827.76537005	100.0
PAX5	5.0	5.0	5.0	5.0	5.0	5.0
PAX7	23.31147251	37.98662268	32.084412885	17.95271077	77.38805742	42.59939237
PBXIP1	1520.324793	1612.60149	1380.0227875	361.4733537	1808.2745894	100.0
PCDHA5	15.43591938	11.02174746	23.362459135	10.80096761	75.74644025	33.63949046
PDCD1	153.8622347	1000.0	161.29770005	125.49160320000001	236.01881635	100.0
PDCD1LG2	12.804996699999998	8.147551977000001	13.91582082	17.46570937	45.814077585	22.55400784
PDE6C	1.9340036630000002	6.606824787000001	12.6774456185	8.643288433	3.9817188995	7.2146351310000005
PDK1	231.29492430000002	117.29617659999998	332.23901035	35.44419384	255.05956414499997	100.0
PGLYRP1	9.957040446	19.77039029	12.8227648565	64.85081668	14.351513435000001	21.27525771
PIK3IP1	5245.606657	2315.263539	3748.97631	762.8399175	3072.4333885	100.0
PKD2L2	18.90534167	6.0392915789999995	34.67789898	9.451446456000001	47.527471675	28.40097443
PLA1A	16.1139255	19.93877192	13.757226665000001	18.99407436	24.02960102	18.66006102
PLA2G7	24.31875779	37.60063067	25.327865605	61.70251367	143.79347349999998	65.98065433
PLCH2	26.92691404	176.0842582	129.543565495	142.2350618	526.4061383349999	100.0
PLD4	5.0	5.0	5.0	5.0	5.0	5000.0
PLEKHF1	884.5112502000001	919.8846228	419.0996828	1248.02014	708.1223017	100.0
PLEKHG3	293.5247521	26.01377304	204.95994682	586.6412865	472.77791870000004	100.0
PMCH	7.0560961639999995	9.800664187999999	44.72341171	8.908705747	4625.99255843	100.0
PNOC	88.67789621	22.1078749	69.5259662	71.75200444	137.41913979999998	85.20399822
PPBP	61.67249965	63.64624142	52.59443808	27.70053982	297.1956252	100.0
PPFIBP1	40.76620059	5.459102119	34.566686135	15.72564512	26.881908175	26.40687664
PRDM1	5.0	5.0	5.0	5.0	5.0	5.0
PRF1	8182.518825	953.5011061	1278.51573625	5000.0	3321.503955	100.0
PRG2	126.64677069999999	35.31282708	129.65321880000002	76.76576197	42.53618766	83.30059609999999
PRG3	126.64677069999999	35.31282708	129.65321880000002	76.76576197	42.53618766	83.30059609999999
PRR5L	302.0175264	56.48122719	133.90096623	1093.674669	414.22158088500004	100.0
PRTN3	5.0	5.0	5.0	5.0	502.5	100.0
PSG2	157.14624519999998	80.92660206	133.26485	142.29201899999998	323.49389494999997	100.0
PTGDR	549.7297474	38.93185048	77.80547527	1836.2272079999998	222.40207101000004	100.0
PTGDS	5.0	5.0	5.0	5.0	5.0	1000.0
PTGER2	2260.804067	14.85589132	1452.740829	4376.564294	2783.0671165	100.0
PTGIR	46.51032228	24.85041048	171.77485485	30.96508509	664.29892491	100.0
PTPRCAP	4378.93295	5576.724303	2469.2922025	3454.1654710000003	2558.573272	100.0
PTPRG	3.798829584	12.98839722	6.274796610499999	6.994725579	110.904665295	36.87726803
PTPRS	5.0	5.0	5.0	5.0	5.0	5000.0
PVRIG	3978.913368	3927.7637689999997	1908.9409885	4279.232746	3286.6693354999998	100.0
QPCT	24.03521349	2.011800929	23.533233488500002	58.95877156	17.350464735	23.82474035
RAB27B	25.25617138	22.51380495	23.192054145	86.68809146	54.17975092499999	41.31452542
RALGPS2	57.02675161	28.21199417	35.18464728	43.55243252	92.191421125	54.79190216
RASA3	270.9813064	71.22892237	166.34604710000002	139.060799	74.28809122	100.0
RASD1	5.0	5.0	5.0	5.0	5.0	5.0
RASGRP2	2427.9526539999997	169.59879809999998	2752.4445205	810.1500716	1085.31624755	100.0
RASGRP3	16.2266408	15.84342427	21.250084185	17.29458184	54.58695765	28.71981865
RASSF4	22.98193781	25.7630517	25.416986315	187.3618615	44.234341615	53.62992955
RB1	5.0	5.0	5.0	5.0	5.0	5.0
RCAN3	155.029818	28.81247015	299.84183065	16.12365023	180.51204665999998	100.0
REN	30.74953796	35.79486574	58.34889314	26.28765351	49.84237784	44.17351417
RENBP	45.59103269	18.33363903	37.29656526	27.39193891	35.51981465	33.84991006
REPS2	13.88756297	18.57128353	12.855014405	18.86194886	20.859520600000003	16.96426648
RGS1	646.7216655	1981.049393	812.3641430499999	1000.0	747.4763383000001	100.0
RGS13	26.92097022	7.972776848	13.118096425000001	33.10746841	43.865540825	25.99549857
RNASE2	216.87311890000004	83.75974388	128.38735874999998	446.5649553	353.78268295	100.0
RNASE6	17.05134667	22.17275389	32.3925266	49.47779184	394.314288085	100.0
RPL10L	321.3503467	160.244989	397.9478093	95.10252869	164.46009255	100.0
RPL3P7	1290.949662	2289.139001	3348.5247775000003	155.8898618	1039.4334336499999	100.0
RRP12	10.83222373	17.27184239	103.393131225	48.02096545	19.1789355465	45.89559502
RRP9	92.36151715	82.56301801	201.6653458	119.947244	47.128474725000004	100.0
RSAD2	164.1021811	101.60832579999999	208.4111497	483.5759068	621.6493754	100.0
RYR1	134.67866840000002	214.1715785	80.880070285	57.42288488	716.0462458000001	100.0
S100A12	103.08922690000001	114.3269206	100.16767896500001	654.4176231	1234.7063779999999	100.0
S1PR5	41.04900098	8.886630463	7.573615587000001	381.6778187	9.341348312000001	66.49191113
SAMSN1	794.816235	577.4007392999999	1434.52243215	2071.584071	1772.773025	100.0
SCN9A	5.599396915	22.14183418	13.391253600999999	10.91997426	48.142224415	5000.0
SDC1	5.0	5.0	5.0	5.0	5.0	5.0
SEC31B	423.4721951	163.9010445	291.47338163000006	139.6468955	566.003519085	100.0
SELL	7418.8623959999995	4188.175593999999	7311.733607	3666.0770340000004	5082.722728000001	100.0
SEPTIN5	13.1121548	15.39081454	48.749647949999996	20.95307211	175.110638785	71.02523070000001
SEPTIN8	31.02782537	126.6447075	94.63939936500002	47.1299765	31.68201197	65.34933315
SERGEF	63.60787074	189.14317509999998	143.32207938	52.8792294	16.5456984	89.33797583
SERHL2	5.0	5.0	5.0	5.0	5.0	1000.0
SERPINA9	5.0	5.0	5.0	5.0	5.0	5.0
SERPINB10	5.0	5.0	5.0	5.0	5.0	5.0
SH2D1A	1249.210018	2984.358981	1164.8614338500001	5000.0	1789.8911750000002	100.0
SIGLEC1	81.50052589	55.13574502	62.18340182	93.81086301	156.70521200000002	95.46062308
SIGLEC6	5.0	5.0	5.0	5.0	5.0	5000.0
SIK1	1219.200313	4922.268476	390.22513925	352.97387230000004	667.72423425	100.0
SIRPG	1310.139566	3092.334477	899.7741761	78.11486475	1496.11055685	100.0
SIT1	1457.873439	1676.239317	1344.2561065	111.44175449999999	2744.541903	100.0
SKA1	2.220631652	53.82754533	96.65869133500001	29.27392541	26.578563365	47.39951597
SKAP1	2273.2577420000002	2389.171966	2137.919317	1775.4093679999999	4359.099523999999	100.0
SLAMF1	496.4217166	1074.944299	996.65621825	114.8720501	1112.74874925	100.0
SLAMF8	107.6408152	48.49238871	83.19147299	132.7999515	127.82412015	100.0
SLC12A1	10.77936011	1.8636954540000001	10.065368071	3.7532403660000004	29.075753810000002	13.52550567
SLC12A3	5.0	5.0	5.0	5.0	5.0	1000.0
SLC12A8	14.91996119	34.82375423	8.8577500695	14.10688313	27.9629959255	19.64172722
SLC15A3	18.5710453	18.79636185	21.677300415	10.12206467	42.191157710999995	25.03234115
SLC2A6	43.07557759	11.07886417	14.1468902095	98.10146359	115.34691692999999	58.74907423
SLC4A1	5.0	5.0	5.0	5.0	502.5	100.0
SLC4A3	5.0	5.0	5.0	5.0	5.0	5000.0
SLC7A10	33.20097043	626.6515191000001	34.31979913	28.10943367	19.172753845	100.0
SLCO5A1	30.06870751	15.57807487	56.146729965	61.34309331	74.231539645	52.53520213
SMOC1	5.0	5.0	5.0	5.0	5.0	1000.0
SMPD3	70.12682543	516.1544785	90.705975145	122.12862620000001	63.28600618	5000.0
SMPDL3B	3.73037929	4.914356682	5.056497965	4.385503009	7.7304202315	5.5148679110000005
SOCS1	160.8027185	255.14796919999998	320.22086735	639.9522246	342.77054106	100.0
SP140	422.12516239999997	529.7231103999999	415.39781419999997	398.510004	567.49037115	100.0
SPAG4	60.34817877	87.31662416	86.0035453	29.59395533	66.98336333	69.03322507
SPIB	67.02484651	88.49719564	92.825856065	92.59003917	55.714875595	5000.0
SPNS3	5.0	5.0	5.0	5.0	5.0	5000.0
SPOCK2	3283.9238100000002	3128.5063600000003	2079.0231575000003	823.0579184	3010.5594585	100.0
SPTA1	5.0	5.0	5.0	5.0	2502.5	100.0
SSX1	7.384988622000001	25.44533792	23.481256403	1.8202276819999998	87.57888741	36.68154884
ST3GAL6	7.158395479	20.88194891	9.849651389	22.74854798	33.106909110000004	19.52885905
ST6GALNAC4	408.1100167	263.27896319999996	317.29401674999997	233.65286099999997	575.72351545	100.0
ST8SIA1	75.93922657	2924.590009	98.50751371399998	10.41253909	55.48060099999999	100.0
STAP1	112.05973020000002	92.39233333	270.98914054999995	367.6755778	342.233747435	100.0
STEAP4	4.832288844	3.594013	6.6855710864999995	13.01403648	39.5346460545	16.2686818
STXBP6	16.13910899	17.85021806	18.364393005	11.28314125	11.515690637999999	15.00466223
SYCP2L	5.0	5.0	5.0	5.0	5.0	5.0
TARDBPP1	20.13104889	29.13250856	54.004684365	22.33642769	54.4540340455	41.21677457
TBX21	1658.3220720000002	445.5205989	505.51389765	3760.4334729999996	1069.5920898	100.0
TCF7	3170.404097	4668.361682	3480.1916175	283.35585	832.75389645	100.0
TCL1A	106.73917900000001	138.6741034	108.757130845	91.64573185	107.68431939999999	100.0
TDRD1	5.0	5.0	5.0	5.0	5.0	5000.0
TEC	11.99089142	12.743185800000001	9.2069564285	18.34072449	11.863803480000001	12.17376022
TEP1	98.35605225	8.393614631	34.220007335	136.48458469999997	9.401360050000001	47.21099805
TGM5	47.8969765	33.23725547	42.752278845	58.76510874	76.91040575	54.17495856
TLR2	120.5282543	151.84802140000002	125.09633475000001	139.27520780000003	260.286021795	100.0
TLR7	7.997221294	36.29565926	33.424930212999996	21.34137812	67.218573565	38.13160946
TLR8	5.70074897	39.48271435	5.925767057	5.96642198	48.660541566	22.90321465
TMEM156	168.0820865	276.90634789999996	179.207164	140.42112590000002	214.44529654999997	100.0
TMEM255A	38.72072177	4.5737191269999995	12.2092032535	39.77926652	58.19406557	5000.0
TNFAIP6	81.29435266	63.61546587	61.700610925	134.79629369999998	139.78473785	97.52525854
TNFRSF10C	27.03922751	21.95552174	38.438769625	28.82135756	36.55272666	32.54272848
TNFRSF11A	9.855680429	14.45611207	20.371136566500002	77.34405734	509.11513016500004	100.0
TNFRSF13B	181.9551888	181.9526719	218.61556044999998	197.28667919999998	375.9854405	100.0
TNFRSF17	13.81523144	7.855308418	7.5210509575	10.71004035	25.61290871	14.09264279
TNFRSF4	18.71047795	1178.444669	641.51169463	446.7985984	1437.161257235	100.0
TNFSF14	92.31649554	168.835817	135.990633885	1206.459443	137.95483839	100.0
TNIP3	70.50041584	257.640918	151.64183311	15.06348907	46.0307107	100.0
TPSAB1	376.03680210000005	481.0725006	129.706100125	388.4803793	145.71607369	100.0
TRAC	13721.45552	20117.66469	13094.74117	660.8691857000001	11363.8676095	100.0
TRAF4	27.41737791	107.50174879999999	101.801649865	62.5781174	44.291324884999995	69.95474194
TRAT1	816.7413232999999	1427.7026740000001	2212.254429	33.28596897	941.9350476	100.0
TRAV12-2	225.37802960000002	85.70898291	78.086481115	10.43264095	10.574253283000001	71.26301747
TRAV13-1	463.19840819999996	707.2496886	591.9861103000001	35.383462200000004	107.84462069499999	100.0
TRAV13-2	369.2792078	381.3344477	415.91515695	49.99897181	114.97729903	100.0
TRAV21	439.35762239999997	463.357295	439.47414004999996	51.25644375	1406.2220082200001	100.0
TRAV8-6	244.11291580000002	439.2288461	301.13558105000004	16.85254107	349.40074000499993	100.0
TRAV9-2	220.3744213	656.9831726	589.4065466	39.13156492	1036.44586055	100.0
TRBC1	8923.922332	16623.7078	9597.2747195	3666.5496369999996	12438.103154999999	100.0
TRDC	3014.5754660000002	370.2752613	458.05786044999996	5000.0	2562.32636445	100.0
TREM1	102.28644770000001	101.4843406	93.10931553	87.80744832	320.684883505	100.0
TREM2	16.18514962	14.95790508	14.865068085	14.24508304	57.635238740000005	27.19839306
TREML2	23.09902116	57.35568408	43.238330704999996	89.17369437	47.784248585	50.23907974
TRIB2	1138.062023	5890.338133	1802.5261455	1178.649068	797.0433176500001	100.0
TRPM4	7.796755019	11.62316713	13.73653135	7.573104323	7.62394264	9.959139207
TRPM6	25.76719358	32.92379314	32.157120055	26.55183487	39.548476145	32.66485914
TSHR	11.64652927	236.3005486	11.012971545	16.45623501	13.58837905	44.80085915
TTC38	374.209498	172.2330604	79.98089291	1778.302704	235.47394369	100.0
TXK	676.0594416	206.762571	842.6174349999999	1790.0475609999999	242.70249934999998	100.0
TYR	10.627147	6.818438323	80.82569928000001	61.58860082	1041.52999505	100.0
UBASH3A	876.3804333999999	935.0097588	1318.4019527500002	7.285830296	847.7060799	100.0
UGT1A8	82.13823081	93.50382185	105.453478915	81.72607477	456.43764645	100.0
UGT2B17	3.976053906	7.819769102	5.0600007885	5.612875559	9.268493115	6.5808123389999995
UPK3A	10.97861145	10.91012024	15.033399880000001	10.4226147	18.775008805	14.27545197
VILL	434.2235246999999	445.3565484	479.8270773	127.69036909999998	124.053680235	100.0
VLDLR	5.0	5.0	5.0	5.0	5.0	1000.0
VNN1	12.26655159	4.556712661000001	19.1319249815	44.83369883	85.247905135	38.63094619
VNN2	445.4839483	183.18088630000003	311.14613633500005	367.3733745	554.2877301650001	100.0
VNN3	13.07856517	36.41518352	43.02719138	33.30758136	62.07388082999999	41.85763921
VPREB3	89.69557529	86.99944061	99.13405161000001	120.50765829999999	245.1645466	100.0
WNT5B	10.61879975	17.98120025	7.8257047755	7.943809495	11.31544223	10.68944336
WNT7A	101.40885209999999	100.09691600000001	148.865922515	12.44515179	43.138200155	85.42273789
XBP1	5.0	5.0	5.0	5.0	5.0	5.0
ZAP70	3230.539852	500.0	3003.780379	3276.97481	1590.509826	100.0
ZBP1	149.29119450000002	71.30464757	139.910178935	313.4948994	125.50023615	100.0
ZBTB10	99.88073058	1221.65228	98.395887555	114.48704369999999	91.637698491	100.0
ZBTB32	27.835109999999997	24.71873759	63.357106915	14.36734653	71.20151949500001	48.00549242
ZFP36L2	3227.8335260000003	641.8482849	1202.8598091000001	589.0597536	1549.0877020500002	100.0
ZNF135	64.5605419	31.1690733	52.8625686135	115.0744957	23.049623142999998	51.80407063
ZNF165	3.190692616	6.147205936000001	28.817490839999998	5.960357226	5.4117267085	11.96524155
ZNF204P	151.9597341	52.22897356	252.5780352	34.99393922	106.68091182	100.0
ZNF222	71.91125741	182.9389251	35.989063744999996	92.04355593	11.93552979	63.24898936
ZNF286A	218.2270364	118.138051	92.8464024685	212.3537943	191.68620819999998	100.0
ZNF324	32.01125825	179.58647919999999	186.90141690500002	43.92171048	54.425226545	100.0
ZNF442	32.11029942	44.70063347	7.561741552500001	31.36125776	114.12186890499999	50.21991594
